name,address_1,address_2,city,state,zip,phone,latitude,longitude,category,website,active,daycode1,day1_open,day1_close,daycode2,day2_open,day2_close,daycode3,day3_open,day3_close,daycode4,day4_open,day4_close,daycode5,day5_open,day5_close,daycode6,day6_open,day6_close,daycode7,day7_open,day7_close,,,,
Ralphs,4311 Lincoln Blvd,,,CA,90292,(310) 574-0909,33.984216,-118.443246,,http://www.ralphs.com/,,Mon,0,100,Tue,0,100,Wed,0,100,Thu,0,100,Fri,0,100,Sat,0,100,Sun,0,100,,,,
Ralphs,1644 Cloverfield Blvd,,,CA,90404,(310) 582-3900,34.027057,-118.473849,,http://www.ralphs.com/,,Mon,0,100,Tue,0,100,Wed,0,100,Thu,0,100,Fri,0,100,Sat,0,100,Sun,0,100,,,,
Ralphs,17500 Crenshaw Blvd,,,CA,90504,(310) 327-3277,33.871876,-118.32568,,http://www.ralphs.com/,,Mon,0,100,Tue,0,100,Wed,0,100,Thu,0,100,Fri,0,100,Sat,0,100,Sun,0,100,,,,
Ralphs,5035 Pacific Coast Hwy,,,CA,90505,(310) 378-0295,33.813652,-118.367638,,http://www.ralphs.com/,,Mon,0,100,Tue,0,100,Wed,0,100,Thu,0,100,Fri,0,100,Sat,0,100,Sun,0,100,,,,
Ralphs,11825 Whittier Blvd,,,CA,90601,(562) 692-4565,33.982095,-118.049576,,http://www.ralphs.com/,,Mon,0,100,Tue,0,100,Wed,0,100,Thu,0,100,Fri,0,100,Sat,0,100,Sun,0,100,,,,
Ralphs,9320 Slauson Ave,,,CA,90660,(562) 948-4519,33.968272,-118.097899,,http://www.ralphs.com/,,Mon,0,2359,Tue,0,2359,Wed,0,2359,Thu,0,2359,Fri,0,2359,Sat,0,2359,Sun,0,2359,,,,
Ralphs,1050 N Western Ave,,,CA,90732,(310) 833-3506,33.75335,-118.307595,,http://www.ralphs.com/,,Mon,0,100,Tue,0,100,Wed,0,100,Thu,0,100,Fri,0,100,Sat,0,100,Sun,0,100,,,,
Ralphs,650 E Carson St,,,CA,90745,(310) 518-4191,33.830368,-118.264431,,http://www.ralphs.com/,,Mon,0,100,Tue,0,100,Wed,0,100,Thu,0,100,Fri,0,100,Sat,0,100,Sun,0,100,,,,
Ralphs,6290 E Pacific Coast Hwy,,,CA,90803,(562) 795-0167,33.760953,-118.115976,,http://www.ralphs.com/,,Mon,0,100,Tue,0,100,Wed,0,100,Thu,0,100,Fri,0,100,Sat,0,100,Sun,0,100,,,,
Ralphs,2930 E 4th St,,,CA,90814,(562) 434-3899,33.771372,-118.157505,,http://www.ralphs.com/,,Mon,0,100,Tue,0,100,Wed,0,100,Thu,0,100,Fri,0,100,Sat,0,100,Sun,0,100,,,,
Ralphs,1930 N Lakewood Blvd,,,CA,90815,(562) 494-4371,33.792145,-118.141393,,http://www.ralphs.com/,,Mon,0,200,Tue,0,200,Wed,0,200,Thu,0,200,Fri,0,200,Sat,0,200,Sun,0,200,,,,
Ralphs,2270 Lake Ave,,,CA,91001,(626) 794-1175,34.185106,-118.130915,,http://www.ralphs.com/,,Mon,0,2359,Tue,0,2359,Wed,0,2359,Thu,0,2359,Fri,0,2359,Sat,0,2359,Sun,0,2359,,,,
Ralphs,211 E Foothill Blvd,,,CA,91006,(626) 357-1942,34.151724,-118.024515,,http://www.ralphs.com/,,Mon,0,100,Tue,0,100,Wed,0,100,Thu,0,100,Fri,0,100,Sat,0,100,Sun,0,100,,,,
Ralphs,1101 W Huntington Dr,,,CA,91007,(626) 447-3548,34.131629,-118.065758,,http://www.ralphs.com/,,Mon,0,100,Tue,0,100,Wed,0,100,Thu,0,100,Fri,0,100,Sat,0,100,Sun,0,100,,,,
Ralphs,521 Foothill Blvd,,,CA,91011,(818) 790-0584,34.200792,-118.189692,,http://www.ralphs.com/,,Mon,0,2359,Tue,0,2359,Wed,0,2359,Thu,0,2359,Fri,0,2359,Sat,0,2359,Sun,0,2359,,,,
Ralphs,1745 Garfield Ave,,,CA,91030,(626) 403-0082,34.104961,-118.135196,,http://www.ralphs.com/,,Mon,0,2359,Tue,0,2359,Wed,0,2359,Thu,0,2359,Fri,0,2359,Sat,0,2359,Sun,0,2359,,,,
Ralphs,3601 E Foothill Blvd,,,CA,91107,(626) 351-8806,34.151339,-118.075592,,http://www.ralphs.com/,,Mon,0,200,Tue,0,200,Wed,0,200,Thu,0,200,Fri,0,200,Sat,0,200,Sun,0,200,,,,
Ralphs,1200 N Central Ave,,,CA,91202,(818) 246-1752,34.164426,-118.256305,,http://www.ralphs.com/,,Mon,0,100,Tue,0,100,Wed,0,100,Thu,0,100,Fri,0,100,Sat,0,100,Sun,0,100,,,,
Ralphs,1416 E Colorado St,,,CA,91205,(818) 548-0945,34.141858,-118.233286,,http://www.ralphs.com/,,Mon,0,100,Tue,0,100,Wed,0,100,Thu,0,100,Fri,0,100,Sat,0,100,Sun,0,100,,,,
Ralphs,2675 Foothill Blvd,,,CA,91214,(818) 249-5448,34.223437,-118.236675,,http://www.ralphs.com/,,Mon,0,200,Tue,0,200,Wed,0,200,Thu,0,200,Fri,0,200,Sat,0,200,Sun,0,200,,,,
Ralphs,5727 Kanan Rd,,,CA,91301,(818) 889-5429,34.15519,-118.758426,,http://www.ralphs.com/,,Mon,0,100,Tue,0,100,Wed,0,100,Thu,0,100,Fri,0,100,Sat,0,100,Sun,0,100,,,,
Ralphs,22333 Sherman Way,,,CA,91303,(818) 883-1230,34.201989,-118.613584,,http://www.ralphs.com/,,Mon,0,100,Tue,0,100,Wed,0,100,Thu,0,100,Fri,0,100,Sat,0,100,Sun,0,100,,,,
Ralphs,22915 Victory Blvd,,,CA,91307,(818) 716-8199,34.187099,-118.626337,,http://www.ralphs.com/,,Mon,0,100,Tue,0,100,Wed,0,100,Thu,0,100,Fri,0,100,Sat,0,100,Sun,0,100,,,,
Ralphs,17840 Ventura Blvd,,,CA,91316,(818) 345-6882,34.162581,-118.521439,,http://www.ralphs.com/,,Mon,0,100,Tue,0,100,Wed,0,100,Thu,0,100,Fri,0,100,Sat,0,100,Sun,0,100,,,,
Ralphs,19781 Rinaldi St,,,CA,91326,(818) 832-5955,34.276242,-118.563629,,http://www.ralphs.com/,,Mon,0,100,Tue,0,100,Wed,0,100,Thu,0,100,Fri,0,100,Sat,0,100,Sun,0,100,,,,
Ralphs,16940 Devonshire St,,,CA,91344,(818) 363-3173,34.256526,-118.501328,,http://www.ralphs.com/,,Mon,0,100,Tue,0,100,Wed,0,100,Thu,0,100,Fri,0,100,Sat,0,100,Sun,0,100,,,,
Ralphs,18010 Chatsworth St,,,CA,91344,(818) 831-6556,34.263248,-118.524169,,http://www.ralphs.com/,,Mon,0,100,Tue,0,100,Wed,0,100,Thu,0,100,Fri,0,100,Sat,0,100,Sun,0,100,,,,
Ralphs,8325 Laurel Canyon Blvd,,,CA,91352,(818) 768-0378,34.2225,-118.397811,,http://www.ralphs.com/,,Mon,0,100,Tue,0,100,Wed,0,100,Thu,0,100,Fri,0,100,Sat,0,100,Sun,0,100,,,,
Ralphs,20060 Ventura Blvd,,,CA,91364,(818) 883-7552,34.170021,-118.570231,,http://www.ralphs.com/,,Mon,0,100,Tue,0,100,Wed,0,100,Thu,0,100,Fri,0,100,Sat,0,100,Sun,0,100,,,,
Ralphs,21909 Ventura Blvd,,,CA,91364,(818) 883-1907,34.169724,-118.604022,,http://www.ralphs.com/,,Mon,0,200,Tue,0,200,Wed,0,200,Thu,0,200,Fri,0,200,Sat,0,200,Sun,0,200,,,,
Ralphs,29675 the Old Rd,,,CA,91384,(661) 702-6911,34.456787,-118.619073,,http://www.ralphs.com/,,Mon,0,2359,Tue,0,2359,Wed,0,2359,Thu,0,2359,Fri,0,2359,Sat,0,2359,Sun,0,2359,,,,
Ralphs,14440 Burbank Blvd,,,CA,91401,(818) 989-5640,34.171421,-118.447411,,http://www.ralphs.com/,,Mon,0,0,Tue,0,0,Wed,0,0,Thu,0,0,Fri,0,0,Sat,0,0,Sun,0,0,,,,
Ralphs,7221 Woodman Ave,,,CA,91405,(818) 785-6136,34.201939,-118.432131,,http://www.ralphs.com/,,Mon,0,200,Tue,0,200,Wed,0,200,Thu,0,200,Fri,0,200,Sat,0,200,Sun,0,200,,,,
Ralphs,17250 Saticoy St,,,CA,91406,(818) 609-8425,34.206952,-118.508851,,http://www.ralphs.com/,,Mon,0,100,Tue,0,100,Wed,0,100,Thu,0,100,Fri,0,100,Sat,0,100,Sun,0,100,,,,
Ralphs,14049 Ventura Blvd,,,CA,91423,(747) 233-6108,34.150054,-118.438907,,http://www.ralphs.com/,,Mon,0,200,Tue,0,200,Wed,0,200,Thu,0,200,Fri,0,200,Sat,0,200,Sun,0,200,,,,
Ralphs,12921 Magnolia Blvd,,,CA,91423,(818) 986-2293,34.165646,-118.414477,,http://www.ralphs.com/,,Mon,0,200,Tue,0,200,Wed,0,200,Thu,0,200,Fri,0,200,Sat,0,200,Sun,0,200,,,,
Ralphs,16325 Ventura Blvd,,,CA,91436,(818) 386-0118,34.157587,-118.489549,,http://www.ralphs.com/,,Mon,0,100,Tue,0,100,Wed,0,100,Thu,0,100,Fri,0,100,Sat,0,100,Sun,0,100,,,,
Ralphs,25 E Alameda Ave,,,CA,91502,(818) 556-1558,34.17308,-118.302121,,http://www.ralphs.com/,,Mon,0,100,Tue,0,100,Wed,0,100,Thu,0,100,Fri,0,100,Sat,0,100,Sun,0,100,,,,
Ralphs,2600 W Victory Blvd,,,CA,91505,(818) 845-5914,34.184049,-118.339599,,http://www.ralphs.com/,,Mon,0,200,Tue,0,200,Wed,0,200,Thu,0,200,Fri,0,200,Sat,0,200,Sun,0,200,,,,
Ralphs,10900 Magnolia Blvd,,,CA,91601,(818) 760-4148,34.164353,-118.36782,,http://www.ralphs.com/,,Mon,0,100,Tue,0,100,Wed,0,100,Thu,0,100,Fri,0,100,Sat,0,100,Sun,0,100,,,,
Ralphs,12842 Ventura Blvd,,,CA,91604,(818) 761-6196,34.144125,-118.413163,,http://www.ralphs.com/,,Mon,0,100,Tue,0,100,Wed,0,100,Thu,0,100,Fri,0,100,Sat,0,100,Sun,0,100,,,,
Ralphs,10901 Ventura Blvd,,,CA,91604,(818) 760-7008,34.140093,-118.367857,,http://www.ralphs.com/,,Mon,0,0,Tue,0,0,Wed,0,0,Thu,0,0,Fri,0,0,Sat,0,0,Sun,0,0,,,,
Ralphs,2230 S Atlantic Blvd,,,CA,91754,(323) 721-3367,34.037143,-118.1448,,http://www.ralphs.com/,,Mon,0,100,Tue,0,100,Wed,0,100,Thu,0,100,Fri,0,100,Sat,0,100,Sun,0,100,,,,
Ralphs,330 N Atlantic Blvd,,,CA,91754,(626) 289-0261,34.065263,-118.133468,,http://www.ralphs.com/,,Mon,0,200,Tue,0,200,Wed,0,200,Thu,0,200,Fri,0,200,Sat,0,200,Sun,0,200,,,,
Ralphs,9470 Las Tunas Dr,,,CA,91780,(626) 286-0898,34.105192,-118.064011,,http://www.ralphs.com/,,Mon,0,100,Tue,0,100,Wed,0,100,Thu,0,100,Fri,0,100,Sat,0,100,Sun,0,100,,,,
Ralphs,305 W Imperial Hwy,,,CA,92821,(714) 529-4505,33.918968,-117.902695,,http://www.ralphs.com/,,Mon,0,100,Tue,0,100,Wed,0,100,Thu,0,100,Fri,0,100,Sat,0,100,Sun,0,100,,,,
Super King Market,19500 Plummer St,,,CA,91324,(818) 350-5970,34.241809,-118.559368,,http://www.superkingmarket.com/,,Mon,0,2359,Tue,0,2359,Wed,0,2359,Thu,0,2359,Fri,0,2359,Sat,0,2359,Sun,0,2359,,,,
Superior Grocers,1010 E Ave,,,CA,93535,(661) 802-0063,34.688296,-118.111811,,http://superiorgrocers.com/,,Mon,0,2359,Tue,0,2359,Wed,0,2359,Thu,0,2359,Fri,0,2359,Sat,0,2359,Sun,0,2359,,,,
Vallarta Supermarket,21555 Roscoe Blvd,,,CA,91304,(818) 704-1717,34.220141,-118.600617,,http://www.vallartasupermarkets.com,,Mon,0,2359,Tue,0,2359,Wed,0,2359,Thu,0,2359,Fri,0,2359,Sat,0,2359,Sun,0,2359,,,,
Vons,3461 W 3rd St,,,CA,90020,(213) 384-6552,34.069933,-118.290906,,http://www.vons.com/,,Mon,0,2359,Tue,0,2359,Wed,0,2359,Thu,0,2359,Fri,0,2359,Sat,0,2359,Sun,0,2359,,,,
Vons,4520 W Sunset Blvd,,,CA,90027,(323) 662-8107,34.097042,-118.28801,,http://www.vons.com/,,Mon,0,0,Tue,0,0,Wed,0,0,Thu,0,0,Fri,0,0,Sat,0,0,Sun,0,0,,,,
Vons,3118 S Sepulveda Blvd,,,CA,90034,(310) 477-8717,34.026604,-118.426917,,http://www.vons.com/,,Mon,0,100,Tue,0,100,Wed,0,100,Thu,0,100,Fri,0,100,Sat,0,100,Sun,0,100,,,,
Vons,4030 S Centinela Ave,,,CA,90066,(310) 391-1503,33.999182,-118.428943,,http://www.vons.com/,,Mon,0,100,Tue,0,100,Wed,0,100,Thu,0,100,Fri,0,100,Sat,0,100,Sun,0,100,,,,
Vons,715 Pier Ave,,,CA,90254,(310) 374-4484,33.865976,-118.394504,,http://www.vons.com/,,Mon,0,2359,Tue,0,2359,Wed,0,2359,Thu,0,2359,Fri,0,2359,Sat,0,2359,Sun,0,2359,,,,
Vons,17380 W Sunset Blvd,,,CA,90272,(310) 454-2502,34.039263,-118.553943,,http://www.vons.com/,,Mon,0,100,Tue,0,100,Wed,0,100,Thu,0,100,Fri,0,100,Sat,0,100,Sun,0,100,,,,
Vons,500 E Manchester Blvd,,,CA,90301,(310) 677-0286,33.960248,-118.349158,,http://www.vons.com/,,Mon,0,100,Tue,0,100,Wed,0,100,Thu,0,100,Fri,0,100,Sat,0,100,Sun,0,100,,,,
Vons,710 Brdway,,,CA,90401,(310) 260-0260,34.017245,-118.490096,,http://www.vons.com/,,Mon,0,100,Tue,0,100,Wed,0,100,Thu,0,100,Fri,0,100,Sat,0,100,Sun,0,100,,,,
Vons,24325 Crenshaw Blvd,,,CA,90505,(310) 784-1020,33.805163,-118.330448,,http://www.vons.com/,,Mon,0,100,Tue,0,100,Wed,0,100,Thu,0,100,Fri,0,100,Sat,0,100,Sun,0,100,,,,
Vons,155 W California Blvd,,,CA,91105,(626) 577-7149,34.136761,-118.153456,,http://www.vons.com/,,Mon,0,2359,Tue,0,2359,Wed,0,2359,Thu,0,2359,Fri,0,2359,Sat,0,2359,Sun,0,2359,,,,
Vons,301 N Pass Ave,,,CA,91505,(818) 848-9542,34.154786,-118.346548,,http://www.vons.com/,,Mon,0,2359,Tue,0,2359,Wed,0,2359,Thu,0,2359,Fri,0,2359,Sat,0,2359,Sun,0,2359,,,,
Vons,4033 Laurel Canyon Blvd,,,CA,91604,(818) 985-5401,34.144562,-118.396149,,http://www.vons.com/,,Mon,0,0,Tue,0,0,Wed,0,0,Thu,0,0,Fri,0,0,Sat,0,0,Sun,0,0,,,,
Albertsons,26521 Agoura Rd,,,CA,91302,(818) 880-9080,34.145022,-118.699756,,http://www.albertsons.com/,,Mon,500,2359,Tue,500,2359,Wed,500,2359,Thu,500,2359,Fri,500,2359,Sat,500,2359,Sun,500,2359,,,,
Pavilions,130 W Foothill Blvd,,,CA,91016,(626) 303-4547,34.149963,-118.002031,,http://www.pavilions.com/,,Mon,500,2359,Tue,500,2359,Wed,500,2359,Thu,500,2359,Fri,500,2359,Sat,500,2359,Sun,500,2359,,,,
Ralphs,1100 N San Fernando Blvd,,,CA,91504,(818) 845-6424,34.189009,-118.318217,,http://www.ralphs.com/,,Mon,500,2359,Tue,0,100,Wed,0,100,Thu,0,100,Fri,0,100,Sat,0,100,Sun,0,100,,,,
Smart & Final,1216 Compton Ave,,,CA,90021,(213) 747-6697,34.027643,-118.241916,,http://locations.smartandfinal.com/CA/LOS-ANGELES/310/,,Mon,500,2100,Tue,500,2100,Wed,500,2100,Thu,500,2100,Fri,500,2100,Sat,500,2100,Sun,600,2100,,,,
