uid,name,address,city,state,zip,latitude,longitude,,,,,,,,,,,
,Albertson's,1235 S Diamond Bar Blvd,Diamond Bar,CA,91765,34.000335,-117.812871,(909) 861-6207,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,PST,Factual,http://www.albertsons.com
,Albertson's,12630 Hawthorne Blvd,,CA,90250,33.917324,-118.351146,(310) 675-9494,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,PST,Factual,http://www.albertsons.com
,Albertson's,13003 Whittier Blvd,,CA,90602,33.966778,-118.036703,(562) 696-5025,12:00 PM - 3:00 PM,12:00 PM - 3:00 PM,12:00 PM - 3:00 PM,12:00 PM - 3:00 PM,12:00 PM - 3:00 PM,12:00 PM - 3:00 PM,12:00 PM - 3:00 PM,PST,Factual,http://www.albertsons.com
,Albertson's,13021 Victory Blvd,,CA,91606,34.186829,-118.416519,(818) 760-2986,,,,,,,,PST,Factual,
,Albertson's,133 W Rt 66,Glendora,CA,91741,34.12973,-117.865,(626) 963-5358,6:00 AM to 11:00 PM,6:00 AM to 11:00 PM,6:00 AM to 11:00 PM,6:00 AM to 11:00 PM,6:00 AM to 11:00 PM,6:00 AM to 11:00 PM,6:00 AM to 11:00 PM,PST,Yelp,https://www.yelp.com/biz/albertsons-glendora
,Albertson's,14401 Inglewood Ave,,CA,90250,33.900773,-118.362225,(310) 644-7200,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,PST,Factual,http://www.albertsons.com/
,Albertson's,14433 Ramona Blvd,,CA,91706,34.086819,-117.95969,(626) 337-0818,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,PST,Factual,http://www.albertsons.com
,Albertson's,14601 Lakewood Blvd,Paramount,CA,90723,33.900652,-118.144736,(562) 529-2204,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 9:30 PM,7:00 AM - 9:00 PM,PST,Factual,http://www.albertsons.com/
,Albertson's,1516 S Pacific Coast Hwy,,CA,90277,33.820859,-118.384368,(310) 316-3551,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,PST,Factual,http://www.albertsons.com/
,Albertson's,15200 Rosecrans Ave,La Mirada,CA,90638,33.896983,-118.00761,(714) 521-2310,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,PST,Factual,http://www.albertsons.com
,Albertson's,15970 Los Serranos Country Club Dr,,CA,91709,33.961486,-117.695507,(909) 606-8184,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 5:00 PM,10:00 AM - 6:00 PM,PST,Factual,http://www.albertsons.com/
,Albertson's,15970 Los Serranos Country Club Dr,Chino Hills,CA,91709,33.96142,-117.696,(909) 606-8184,6:00 AM to 11:00 PM,6:00 AM to 11:00 PM,6:00 AM to 11:00 PM,6:00 AM to 11:00 PM,6:00 AM to 11:00 PM,6:00 AM to 11:00 PM,6:00 AM to 11:00 PM,PST,Yelp,https://www.yelp.com/biz/albertsons-chino-hills-4
,Albertson's,16201 San Fernando Mission Blvd,,CA,91344,34.272303,-118.485134,(818) 366-9555,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 5:00 PM,10:00 AM - 6:00 PM,PST,Factual,http://www.albertsons.com
,Albertson's,17120 Colima Rd,,CA,91745,33.989912,-117.934668,(626) 964-7737,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 5:00 PM,10:00 AM - 6:00 PM,PST,Factual,http://www.albertsons.com
,Albertson's,17202 Norwalk Blvd,Cerritos,CA,90703,33.874577,-118.072465,(562) 860-9211,8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,PST,Factual,http://www.albertsons.com
,Albertson's,1735 W Artesia Blvd,Gardena,CA,90248,33.874334,-118.308203,(310) 380-4620,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,PST,Factual,http://www.albertsons.com/
,Albertson's,1736 E Avenida De Los Arboles,,CA,91362,34.209932,-118.846068,(805) 493-1551,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,PST,Factual,http://www.albertsons.com/
,Albertson's,1800 W Whittier Blvd,La Habra,CA,90631,33.938491,-117.966288,(562) 697-6442,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,PST,Factual,http://www.albertsons.com
,Albertson's,1855 W Glenoaks Blvd,,CA,91201,34.174061,-118.292809,(818) 244-8485,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,PST,Factual,http://www.albertsons.com/
,Albertson's,18730 Amar Rd,,CA,91789,34.026426,-117.893787,(626) 965-7377,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 5:00 PM,10:00 AM - 6:00 PM,PST,Factual,http://www.albertsons.com
,Albertson's,1930 N Placentia Ave,Fullerton,CA,92831,33.89049,-117.873,(714) 792-2880,,,,,,,,PST,Yelp,https://www.yelp.com/biz/albertsons-fullerton-2
,Albertson's,19307 Saticoy St,Reseda,CA,91335,34.209634,-118.554097,(818) 772-0010,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,PST,Factual,http://www.albertsons.com
,Albertson's,200 E Sepulveda Blvd,Carson,CA,90745,33.806346,-118.272689,(310) 513-1900,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,PST,Factual,http://www.albertsons.com/
,Albertson's,200 N Puente St,,CA,92821,33.923696,-117.911485,(714) 990-8200,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,PST,Factual,http://www.albertsons.com
,Albertson's,2035 Hillhurst Ave,Los Angeles,CA,90027,34.108801,-118.287927,(323) 660-0687,6:00 AM - 11:59 PM,6:00 AM - 11:59 PM,6:00 AM - 11:59 PM,6:00 AM - 11:59 PM,6:00 AM - 11:59 PM,6:00 AM - 11:59 PM,6:00 AM - 11:59 PM,PST,Factual,http://www.albertsons.com
,Albertson's,21035 Hawthorne Blvd,Torrance,CA,90503,33.839072,-118.355309,(310) 540-6824,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 5:00 PM,10:00 AM - 6:00 PM,PST,Factual,http://www.albertsons.com
,Albertson's,2130 Pacific Coast Hwy,,CA,90717,33.789053,-118.318066,(310) 326-3351,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,PST,Factual,http://www.albertsons.com/
,Albertson's,220 E Bonita Ave,San Dimas,CA,91773,34.105927,-117.803449,(909) 599-8836,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,PST,Factual,http://www.albertsons.com
,Albertson's,22840 Victory Blvd,,CA,91367,34.185998,-118.625082,(818) 883-6565,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 6:00 PM,10:00 AM - 6:00 PM,PST,Factual,http://www.albertsons.com
,Albertson's,2291 W Malvern Ave,Fullerton,CA,92833,33.87851,-117.966,(714) 992-6099,6:00 AM to 11:00 PM,6:00 AM to 11:00 PM,6:00 AM to 11:00 PM,6:00 AM to 11:00 PM,6:00 AM to 11:00 PM,6:00 AM to 11:00 PM,6:00 AM to 11:00 PM,PST,Yelp,https://www.yelp.com/biz/albertsons-fullerton-4
,Albertson's,23357 Mulholland Dr,,CA,91364,34.15864,-118.63472,(818) 223-8222,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 5:00 PM,10:00 AM - 4:00 PM,PST,Factual,http://albertsons.com/pharmacy
,Albertson's,23850 Copperhill Dr,Valencia,CA,91354,34.462145,-118.556618,(661) 775-0163,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,PST,Factual,http://www.albertsons.com
,Albertson's,2469 Via Campo,Montebello,CA,90640,34.031143,-118.122436,(323) 888-2250,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,PST,Factual,http://www.albertsons.com/
,Albertson's,2500 E Imperial Hwy,Brea,CA,92821,33.909868,-117.865205,(714) 671-1180,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,PST,Factual,http://www.albertsons.com
,Albertson's,2510 Pacific Coast Hwy,,CA,90254,33.872077,-118.394663,(310) 379-7437,11:03 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 11:00 PM,11:30 AM - 11:00 PM,10:00 AM - 9:30 PM,PST,Factual,http://www.albertsons.com/
,Albertson's,2547 Rosamond,Rosamond,CA,93560,34.86556,-118.177,(661) 256-0756,6:00 AM to 10:00 PM,6:00 AM to 10:00 PM,6:00 AM to 10:00 PM,6:00 AM to 10:00 PM,6:00 AM to 10:00 PM,6:00 AM to 10:00 PM,6:00 AM to 10:00 PM,PST,Yelp,https://www.yelp.com/biz/albertsons-rosamond
,Albertson's,2547 W Rosamond Blvd,,CA,93560,34.865569,-118.176723,(661) 256-0756,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,PST,Factual,http://www.albertsons.com
,Albertson's,2627 Lincoln Blvd,,CA,90405,34.007051,-118.474617,(310) 452-3811,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,PST,Factual,http://www.albertsons.com/
,Albertson's,2630 E Workman Ave,West Covina,CA,91791,34.074499,-117.888832,(626) 915-5555,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,9:00 AM - 5:00 PM,11:00 AM - 5:00 PM,PST,Factual,http://www.savon.com
,Albertson's,26521 Agoura Rd,Calabasas,CA,91302,34.145022,-118.699756,(818) 880-9080,5:00 AM - 11:59 PM,5:00 AM - 11:59 PM,5:00 AM - 11:59 PM,5:00 AM - 11:59 PM,5:00 AM - 11:59 PM,5:00 AM - 11:59 PM,5:00 AM - 11:59 PM,PST,Factual,http://www.albertsons.com/
,Albertson's,26850 The Old Rd,,CA,91381,34.408976,-118.57854,(661) 799-8516,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 5:00 PM,10:00 AM - 6:00 PM,PST,Factual,http://ems02013.egain.net/CustomerInquiries
,Albertson's,27631 W Bouquet Canyon,Santa Clarita,CA,91350,34.44349,-118.512,(661) 296-9655,6:00 AM to 11:00 PM,6:00 AM to 11:00 PM,6:00 AM to 11:00 PM,6:00 AM to 11:00 PM,6:00 AM to 11:00 PM,6:00 AM to 11:00 PM,6:00 AM to 11:00 PM,PST,Yelp,https://www.yelp.com/biz/albertsons-santa-clarita-4
,Albertson's,3180 N Garey Ave,,CA,91767,34.105878,-117.747508,(909) 392-1555,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,PST,Factual,http://www.albertsons.com
,Albertson's,3255 Grand Ave,Chino Hills,CA,91709,34.000903,-117.734449,(909) 590-3660,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,PST,Factual,http://www.albertsons.com/
,Albertson's,3400 E South St,,CA,90805,33.859636,-118.152333,(562) 529-6098,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,PST,Factual,http://www.albertsons.com
,Albertson's,3443 S Sepulveda Blvd,,CA,90034,34.019502,-118.423203,(310) 390-7857,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,PST,Factual,http://www.albertsons.com
,Albertson's,3830 W Verdugo Ave,Burbank,CA,91505,34.159889,-118.34508,(818) 954-0817,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,PST,Factual,http://www.albertsons.com/
,Albertson's,3841 E Sierra Madre Blvd,,CA,91107,34.162549,-118.069395,(626) 351-0076,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,PST,Factual,http://www.albertsons.com
,Albertson's,3901 Crenshaw Blvd,Los Angeles,CA,90008,34.0141,-118.336,(323) 295-1919,6:00 AM to 11:00 PM,6:00 AM to 11:00 PM,6:00 AM to 11:00 PM,6:00 AM to 11:00 PM,6:00 AM to 11:00 PM,6:00 AM to 11:00 PM,6:00 AM to 11:00 PM,PST,Yelp,https://www.yelp.com/biz/albertsons-los-angeles-12
,Albertson's,43543 20Th St W,Lancaster,CA,93534,34.673762,-118.167606,(661) 940-4747,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,PST,Factual,http://www.albertsons.com/
,Albertson's,450 Long Beach Blvd,,CA,90802,33.772259,-118.188574,(562) 436-0678,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,PST,Factual,http://www.albertsons.com
,Albertson's,4644 E Ave S,,CA,93552,34.557284,-118.046364,(661) 285-5400,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,PST,Factual,http://www.albertsons.com/
,Albertson's,5015 Del Amo Blvd,Lakewood,CA,90712,33.847731,-118.134277,(562) 634-0405,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,PST,Factual,http://www.albertsons.com
,Albertson's,541 S Reino Rd,Newbury Park,CA,91320,34.16976,-118.956,(805) 499-7795,6:00 AM to 11:00 PM,6:00 AM to 11:00 PM,6:00 AM to 11:00 PM,6:00 AM to 11:00 PM,6:00 AM to 11:00 PM,6:00 AM to 11:00 PM,6:00 AM to 11:00 PM,PST,Yelp,https://www.yelp.com/biz/albertsons-newbury-park-2
,Albertson's,5595 Rosemead Blvd,,CA,91780,34.10122,-118.07502,(626) 287-0907,,,,,,,,PST,Factual,http://www.albertsons.com
,Albertson's,5770 Lindero Canyon Rd,Westlake Village,CA,91362,34.153819,-118.794652,(818) 889-9819,6:00 AM - 11:59 PM,6:00 AM - 11:59 PM,6:00 AM - 11:59 PM,6:00 AM - 11:59 PM,6:00 AM - 11:59 PM,6:00 AM - 11:59 PM,6:00 AM - 11:59 PM,PST,Factual,http://www.albertsons.com/
,Albertson's,615 N Pacific Coast Hwy,,CA,90277,33.851941,-118.390408,(310) 376-2170,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,PST,Factual,http://www.albertsons.com/
,Albertson's,6235 E Spring St,,CA,90808,33.811269,-118.109734,(562) 425-8456,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 5:00 PM,10:00 AM - 6:00 PM,PST,Factual,http://www.albertsons.com
,Albertson's,644 Redondo Ave,,CA,90814,33.774627,-118.1517,(562) 439-4004,6:00 AM - 11:59 PM,6:00 AM - 11:59 PM,6:00 AM - 11:59 PM,6:00 AM - 11:59 PM,6:00 AM - 11:59 PM,6:00 AM - 11:59 PM,6:00 AM - 11:59 PM,PST,Factual,http://www.albertsons.com
,Albertson's,7224 Mason Ave,,CA,91306,34.202041,-118.578855,(818) 346-8785,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,PST,Factual,http://www.albertsons.com
,Albertson's,725 E Huntington Dr,,CA,91016,34.141509,-117.988782,(626) 305-4231,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 5:00 PM,10:00 AM - 6:00 PM,PST,Factual,http://www.albertsons.com/
,Albertson's,7676 Firestone Blvd,Downey,CA,90241,33.945545,-118.144449,(562) 869-9670,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,PST,Factual,http://www.albertsons.com/
,Albertson's,775 S Tucker Rd,Tehachapi,CA,93561,35.12574,-118.47,(661) 823-7090,,,,,,,,PST,Yelp,https://www.yelp.com/biz/albertsons-tehachapi
,Albertson's,855 N Wilcox Ave,,CA,90640,34.031148,-118.122406,(323) 724-0462,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,PST,Factual,http://www.albertsons.com
,Albertson's,8880 Valley View St,Buena Park,CA,90620,33.83367,-118.027,(714) 236-8200,6:00 AM to 11:00 PM,6:00 AM to 11:00 PM,6:00 AM to 11:00 PM,6:00 AM to 11:00 PM,6:00 AM to 11:00 PM,6:00 AM to 11:00 PM,6:00 AM to 11:00 PM,PST,Yelp,https://www.yelp.com/biz/albertsons-buena-park-2
,Albertson's,9022 Balboa Blvd,Northridge,CA,91325,34.234389,-118.501424,(818) 894-6415,6:00 AM - 11:59 PM,6:00 AM - 11:59 PM,6:00 AM - 11:59 PM,6:00 AM - 11:59 PM,6:00 AM - 11:59 PM,6:00 AM - 11:59 PM,6:00 AM - 11:59 PM,PST,Factual,http://www.albertsons.com/
,Aldi,1051 W Washington Blvd Unit #A & B,Los Angeles,CA,90015,34.0383,-118.28,,,,,,,,,PST,LACity,
,Aldi,114 W Channel Road,Santa Monica,CA,90402,34.0285,-118.52,,,,,,,,,PST,LACity,
,Aldi,11530 South St,Cerritos,CA,90703,33.85838,-118.08795,(562) 860-8224,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,PST,Factual,http://www.aldi.us/
,Aldi,1400 N Azusa Ave,Covina,CA,91722,34.10466,-117.90725,(626) 331-1112,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,PST,Factual,http://www.aldi.us/
,Aldi,1403 S Baldwin Ave,Arcadia,CA,91007,34.12351,-118.055,n/a,9:00 AM to 9:00 PM,9:00 AM to 9:00 PM,9:00 AM to 9:00 PM,9:00 AM to 9:00 PM,9:00 AM to 9:00 PM,9:00 AM to 9:00 PM,9:00 AM to 9:00 PM,PST,Yelp,https://www.yelp.com/biz/aldi-arcadia-3
,Aldi,1545 N Hacienda Blvd,La Puente,CA,91744,34.048,-117.947,n/a,9:00 AM to 9:00 PM,9:00 AM to 9:00 PM,9:00 AM to 9:00 PM,9:00 AM to 9:00 PM,9:00 AM to 9:00 PM,9:00 AM to 9:00 PM,9:00 AM to 9:00 PM,PST,Yelp,https://www.yelp.com/biz/aldi-la-puente
,Aldi,17609 Vierra Ave,,CA,90703,33.871223,-118.034043,(714) 739-1175,,,,,,,,PST,Factual,
,Aldi,3330 W Century Blvd,Inglewood,CA,90303,33.9443,-118.329,n/a,,,,,,,,PST,Yelp,https://www.yelp.com/biz/aldi-inglewood
,Aldi,4212 S Central Ave,Los Angeles,CA,90011,34.007069,-118.256327,(323) 235-2724,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 9:30 PM,7:00 AM - 9:00 PM,PST,Factual,
,Aldi,740 W Rancho Vista Blvd,Palmdale,CA,93551,34.60109,-118.145,n/a,9:00 AM to 9:00 PM,9:00 AM to 9:00 PM,9:00 AM to 9:00 PM,9:00 AM to 9:00 PM,9:00 AM to 9:00 PM,9:00 AM to 9:00 PM,9:00 AM to 9:00 PM,PST,Yelp,https://www.yelp.com/biz/aldi-palmdale
